Transaction_ID,Date,Account,Category,Sub_Category,Description,Amount,Currency,Status,Merchant,Tax_Tag,Project,Balance
TXN-1490,2026-06-13,Credit,Travel,Uber,Airport Ride,-106.96,USD,Cleared,Merchant_27,BIZ-TRAV,Travel_Q1,54917.14
TXN-1491,2026-06-13,Checking,Lifestyle,Entertainment,Cinema/Streaming,-47.63,USD,Cleared,Merchant_25,ENT-01,Personal,54869.51
TXN-1492,2026-06-14,Credit,Healthcare,Pharmacy,Medical Supplies,-33.69,USD,Cleared,Merchant_41,MED-01,Wellness,54835.82
TXN-1493,2026-06-14,Checking,Business,Software,SaaS Subscription,-133.32,USD,Cleared,Merchant_20,BIZ-EXP,Project_Alpha,54702.50
TXN-1494,2026-06-14,Credit,Business,Software,SaaS Subscription,-24.58,USD,Cleared,Merchant_11,BIZ-EXP,Project_Alpha,54677.92
TXN-1495,2026-06-15,Checking,Travel,Uber,Airport Ride,-90.3,USD,Cleared,Merchant_47,BIZ-TRAV,Travel_Q1,54587.62
TXN-1496,2026-06-15,Credit,Dining,Restaurant,Client Lunch,-67.35,USD,Cleared,Merchant_35,BIZ-MEAL,Sales,54520.27
TXN-1497,2026-06-15,Checking,Business,Software,SaaS Subscription,-45.86,USD,Cleared,Merchant_11,BIZ-EXP,Project_Alpha,54474.41
TXN-1498,2026-06-16,Checking,Lifestyle,Entertainment,Cinema/Streaming,-37.4,USD,Cleared,Merchant_46,ENT-01,Personal,54437.01
TXN-1499,2026-06-16,Checking,Dining,Restaurant,Client Lunch,-106.9,USD,Cleared,Merchant_3,BIZ-MEAL,Sales,54330.11
TXN-1500,2026-06-16,Checking,Transport,Fuel,Gas Station,-18.55,USD,Cleared,Merchant_22,TRA-01,Commute,54311.56
TXN-1501,2026-06-17,Checking,Business,Software,SaaS Subscription,-112.91,USD,Cleared,Merchant_28,BIZ-EXP,Project_Alpha,54198.65
TXN-1502,2026-06-17,Checking,Dining,Restaurant,Client Lunch,-54.32,USD,Cleared,Merchant_48,BIZ-MEAL,Sales,54144.33
TXN-1503,2026-06-17,Credit,Food,Groceries,Weekly Shop,-74.74,USD,Cleared,Merchant_14,FOOD-01,Living,54069.59
TXN-1504,2026-06-18,Credit,Dining,Restaurant,Client Lunch,-43.33,USD,Cleared,Merchant_4,BIZ-MEAL,Sales,54026.26
TXN-1505,2026-06-18,Credit,Food,Groceries,Weekly Shop,-54.64,USD,Cleared,Merchant_16,FOOD-01,Living,53971.62
TXN-1506,2026-06-18,Checking,Transport,Fuel,Gas Station,-50.5,USD,Cleared,Merchant_49,TRA-01,Commute,53921.12
TXN-1507,2026-06-19,Checking,Lifestyle,Entertainment,Cinema/Streaming,-114.87,USD,Cleared,Merchant_22,ENT-01,Personal,53806.25
TXN-1508,2026-06-19,Checking,Travel,Uber,Airport Ride,-134.14,USD,Cleared,Merchant_2,BIZ-TRAV,Travel_Q1,53672.11
TXN-1509,2026-06-19,Credit,Lifestyle,Entertainment,Cinema/Streaming,-137.85,USD,Cleared,Merchant_14,ENT-01,Personal,53534.26
TXN-1510,2026-06-20,Checking,Income,Salary,Monthly Payroll,5500,USD,Cleared,Merchant_23,INC-01,Core,59034.26
TXN-1511,2026-06-20,Credit,Lifestyle,Entertainment,Cinema/Streaming,-34.21,USD,Cleared,Merchant_26,ENT-01,Personal,59000.05
TXN-1512,2026-06-20,Credit,Dining,Restaurant,Client Lunch,-114.69,USD,Cleared,Merchant_38,BIZ-MEAL,Sales,58885.36
TXN-1513,2026-06-21,Checking,Healthcare,Pharmacy,Medical Supplies,-139.8,USD,Cleared,Merchant_3,MED-01,Wellness,58745.56
TXN-1514,2026-06-21,Checking,Business,Software,SaaS Subscription,-33.79,USD,Cleared,Merchant_12,BIZ-EXP,Project_Alpha,58711.77
TXN-1515,2026-06-21,Credit,Business,Software,SaaS Subscription,-99.79,USD,Cleared,Merchant_14,BIZ-EXP,Project_Alpha,58611.98
TXN-1516,2026-06-22,Checking,Healthcare,Pharmacy,Medical Supplies,-34.18,USD,Cleared,Merchant_24,MED-01,Wellness,58577.80
TXN-1517,2026-06-22,Checking,Transport,Fuel,Gas Station,-81.24,USD,Cleared,Merchant_31,TRA-01,Commute,58496.56
TXN-1518,2026-06-22,Credit,Lifestyle,Entertainment,Cinema/Streaming,-21,USD,Cleared,Merchant_5,ENT-01,Personal,58475.56
TXN-1519,2026-06-23,Checking,Business,Software,SaaS Subscription,-42.87,USD,Cleared,Merchant_21,BIZ-EXP,Project_Alpha,58432.69
TXN-1520,2026-06-23,Checking,Lifestyle,Entertainment,Cinema/Streaming,-105.45,USD,Cleared,Merchant_48,ENT-01,Personal,58327.24
TXN-1521,2026-06-23,Credit,Business,Software,SaaS Subscription,-82.38,USD,Cleared,Merchant_43,BIZ-EXP,Project_Alpha,58244.86
TXN-1522,2026-06-24,Checking,Food,Groceries,Weekly Shop,-129.34,USD,Cleared,Merchant_8,FOOD-01,Living,58115.52
TXN-1523,2026-06-24,Credit,Travel,Uber,Airport Ride,-16.88,USD,Cleared,Merchant_45,BIZ-TRAV,Travel_Q1,58098.64
TXN-1524,2026-06-24,Credit,Transport,Fuel,Gas Station,-100.25,USD,Cleared,Merchant_21,TRA-01,Commute,57998.39
TXN-1525,2026-06-25,Checking,Dining,Restaurant,Client Lunch,-77.37,USD,Cleared,Merchant_21,BIZ-MEAL,Sales,57921.02
TXN-1526,2026-06-25,Checking,Transport,Fuel,Gas Station,-28.16,USD,Cleared,Merchant_25,TRA-01,Commute,57892.86
TXN-1527,2026-06-25,Checking,Business,Software,SaaS Subscription,-81.93,USD,Cleared,Merchant_46,BIZ-EXP,Project_Alpha,57810.93
TXN-1528,2026-06-26,Checking,Business,Software,SaaS Subscription,-140.87,USD,Cleared,Merchant_46,BIZ-EXP,Project_Alpha,57670.06
TXN-1529,2026-06-26,Credit,Food,Groceries,Weekly Shop,-138.45,USD,Cleared,Merchant_38,FOOD-01,Living,57531.61
TXN-1530,2026-06-26,Credit,Lifestyle,Entertainment,Cinema/Streaming,-29.78,USD,Cleared,Merchant_38,ENT-01,Personal,57501.83
TXN-1531,2026-06-27,Credit,Dining,Restaurant,Client Lunch,-68.23,USD,Cleared,Merchant_35,BIZ-MEAL,Sales,57433.60
TXN-1532,2026-06-27,Checking,Healthcare,Pharmacy,Medical Supplies,-34.76,USD,Cleared,Merchant_26,MED-01,Wellness,57398.84
TXN-1533,2026-06-27,Checking,Food,Groceries,Weekly Shop,-17.66,USD,Cleared,Merchant_49,FOOD-01,Living,57381.18
TXN-1534,2026-06-28,Checking,Healthcare,Pharmacy,Medical Supplies,-86.16,USD,Cleared,Merchant_43,MED-01,Wellness,57295.02
TXN-1535,2026-06-28,Checking,Dining,Restaurant,Client Lunch,-47.86,USD,Cleared,Merchant_31,BIZ-MEAL,Sales,57247.16
TXN-1536,2026-06-28,Checking,Dining,Restaurant,Client Lunch,-109.51,USD,Cleared,Merchant_46,BIZ-MEAL,Sales,57137.65
TXN-1537,2026-06-29,Checking,Dining,Restaurant,Client Lunch,-111.01,USD,Cleared,Merchant_25,BIZ-MEAL,Sales,57026.64
TXN-1538,2026-06-29,Checking,Business,Software,SaaS Subscription,-132.52,USD,Cleared,Merchant_14,BIZ-EXP,Project_Alpha,56894.12
TXN-1539,2026-06-29,Credit,Lifestyle,Entertainment,Cinema/Streaming,-107.17,USD,Cleared,Merchant_20,ENT-01,Personal,56786.95
TXN-1540,2026-06-30,Checking,Income,Salary,Monthly Payroll,5500,USD,Cleared,Merchant_24,INC-01,Core,62286.95
TXN-1541,2026-06-30,Credit,Food,Groceries,Weekly Shop,-23.07,USD,Cleared,Merchant_22,FOOD-01,Living,62263.88
TXN-1542,2026-06-30,Credit,Business,Software,SaaS Subscription,-95.27,USD,Cleared,Merchant_43,BIZ-EXP,Project_Alpha,62168.61
TXN-1543,2026-07-01,Checking,Healthcare,Pharmacy,Medical Supplies,-19.22,USD,Cleared,Merchant_14,MED-01,Wellness,62149.39
TXN-1544,2026-07-01,Credit,Travel,Uber,Airport Ride,-72.95,USD,Cleared,Merchant_2,BIZ-TRAV,Travel_Q1,62076.44
TXN-1545,2026-07-01,Checking,Lifestyle,Entertainment,Cinema/Streaming,-40.47,USD,Cleared,Merchant_0,ENT-01,Personal,62035.97
TXN-1546,2026-07-02,Credit,Transport,Fuel,Gas Station,-102.97,USD,Cleared,Merchant_16,TRA-01,Commute,61933.00
TXN-1547,2026-07-02,Credit,Travel,Uber,Airport Ride,-19.09,USD,Cleared,Merchant_30,BIZ-TRAV,Travel_Q1,61913.91
TXN-1548,2026-07-02,Checking,Dining,Restaurant,Client Lunch,-45.05,USD,Cleared,Merchant_2,BIZ-MEAL,Sales,61868.86
TXN-1549,2026-07-03,Checking,Business,Software,SaaS Subscription,-122.16,USD,Cleared,Merchant_16,BIZ-EXP,Project_Alpha,61746.70
TXN-1550,2026-07-03,Checking,Transport,Fuel,Gas Station,-56.11,USD,Cleared,Merchant_35,TRA-01,Commute,61690.59
TXN-1551,2026-07-03,Credit,Lifestyle,Entertainment,Cinema/Streaming,-68.94,USD,Cleared,Merchant_29,ENT-01,Personal,61621.65
TXN-1552,2026-07-04,Credit,Business,Software,SaaS Subscription,-123.18,USD,Cleared,Merchant_22,BIZ-EXP,Project_Alpha,61498.47
TXN-1553,2026-07-04,Checking,Food,Groceries,Weekly Shop,-17.21,USD,Cleared,Merchant_18,FOOD-01,Living,61481.26
TXN-1554,2026-07-04,Credit,Business,Software,SaaS Subscription,-110.5,USD,Cleared,Merchant_47,BIZ-EXP,Project_Alpha,61370.76
TXN-1555,2026-07-05,Checking,Business,Software,SaaS Subscription,-134.2,USD,Cleared,Merchant_40,BIZ-EXP,Project_Alpha,61236.56
TXN-1556,2026-07-05,Checking,Business,Software,SaaS Subscription,-113.6,USD,Cleared,Merchant_21,BIZ-EXP,Project_Alpha,61122.96
TXN-1557,2026-07-05,Credit,Lifestyle,Entertainment,Cinema/Streaming,-82.6,USD,Cleared,Merchant_44,ENT-01,Personal,61040.36
TXN-1558,2026-07-06,Credit,Transport,Fuel,Gas Station,-144.72,USD,Cleared,Merchant_47,TRA-01,Commute,60895.64
TXN-1559,2026-07-06,Checking,Transport,Fuel,Gas Station,-84.76,USD,Cleared,Merchant_7,TRA-01,Commute,60810.88
TXN-1560,2026-07-06,Checking,Travel,Uber,Airport Ride,-59.51,USD,Cleared,Merchant_17,BIZ-TRAV,Travel_Q1,60751.37
TXN-1561,2026-07-07,Checking,Dining,Restaurant,Client Lunch,-73.09,USD,Cleared,Merchant_20,BIZ-MEAL,Sales,60678.28
TXN-1562,2026-07-07,Checking,Business,Software,SaaS Subscription,-34.58,USD,Cleared,Merchant_48,BIZ-EXP,Project_Alpha,60643.70
TXN-1563,2026-07-07,Checking,Business,Software,SaaS Subscription,-54.26,USD,Cleared,Merchant_22,BIZ-EXP,Project_Alpha,60589.44
TXN-1564,2026-07-08,Credit,Dining,Restaurant,Client Lunch,-113.65,USD,Cleared,Merchant_39,BIZ-MEAL,Sales,60475.79
TXN-1565,2026-07-08,Credit,Business,Software,SaaS Subscription,-90.55,USD,Cleared,Merchant_26,BIZ-EXP,Project_Alpha,60385.24
TXN-1566,2026-07-08,Credit,Travel,Uber,Airport Ride,-84.23,USD,Cleared,Merchant_39,BIZ-TRAV,Travel_Q1,60301.01
TXN-1567,2026-07-09,Credit,Business,Software,SaaS Subscription,-133.44,USD,Cleared,Merchant_11,BIZ-EXP,Project_Alpha,60167.57
TXN-1568,2026-07-09,Credit,Healthcare,Pharmacy,Medical Supplies,-147.63,USD,Cleared,Merchant_15,MED-01,Wellness,60019.94
TXN-1569,2026-07-09,Checking,Transport,Fuel,Gas Station,-141.8,USD,Cleared,Merchant_0,TRA-01,Commute,59878.14
TXN-1570,2026-07-10,Checking,Income,Salary,Monthly Payroll,5500,USD,Cleared,Merchant_9,INC-01,Core,65378.14
TXN-1571,2026-07-10,Checking,Travel,Uber,Airport Ride,-19.75,USD,Cleared,Merchant_46,BIZ-TRAV,Travel_Q1,65358.39
TXN-1572,2026-07-10,Credit,Transport,Fuel,Gas Station,-128.17,USD,Cleared,Merchant_42,TRA-01,Commute,65230.22
TXN-1573,2026-07-11,Credit,Dining,Restaurant,Client Lunch,-18.82,USD,Cleared,Merchant_35,BIZ-MEAL,Sales,65211.40
TXN-1574,2026-07-11,Credit,Transport,Fuel,Gas Station,-98.15,USD,Cleared,Merchant_17,TRA-01,Commute,65113.25
TXN-1575,2026-07-11,Checking,Travel,Uber,Airport Ride,-38.01,USD,Cleared,Merchant_28,BIZ-TRAV,Travel_Q1,65075.24
TXN-1576,2026-07-12,Credit,Travel,Uber,Airport Ride,-145.43,USD,Cleared,Merchant_37,BIZ-TRAV,Travel_Q1,64929.81
TXN-1577,2026-07-12,Checking,Business,Software,SaaS Subscription,-24.38,USD,Cleared,Merchant_18,BIZ-EXP,Project_Alpha,64905.43
TXN-1578,2026-07-12,Credit,Lifestyle,Entertainment,Cinema/Streaming,-88.08,USD,Cleared,Merchant_0,ENT-01,Personal,64817.35
TXN-1579,2026-07-13,Credit,Healthcare,Pharmacy,Medical Supplies,-124.94,USD,Cleared,Merchant_6,MED-01,Wellness,64692.41
TXN-1580,2026-07-13,Credit,Dining,Restaurant,Client Lunch,-107.62,USD,Cleared,Merchant_20,BIZ-MEAL,Sales,64584.79
TXN-1581,2026-07-13,Checking,Business,Software,SaaS Subscription,-39.04,USD,Cleared,Merchant_23,BIZ-EXP,Project_Alpha,64545.75
TXN-1582,2026-07-14,Credit,Lifestyle,Entertainment,Cinema/Streaming,-30.59,USD,Cleared,Merchant_31,ENT-01,Personal,64515.16
TXN-1583,2026-07-14,Checking,Business,Software,SaaS Subscription,-56.14,USD,Cleared,Merchant_17,BIZ-EXP,Project_Alpha,64459.02
TXN-1584,2026-07-14,Checking,Transport,Fuel,Gas Station,-124.8,USD,Cleared,Merchant_27,TRA-01,Commute,64334.22
TXN-1585,2026-07-15,Credit,Transport,Fuel,Gas Station,-85.2,USD,Cleared,Merchant_3,TRA-01,Commute,64249.02
TXN-1586,2026-07-15,Credit,Lifestyle,Entertainment,Cinema/Streaming,-53.19,USD,Cleared,Merchant_32,ENT-01,Personal,64195.83
TXN-1587,2026-07-15,Checking,Transport,Fuel,Gas Station,-55.12,USD,Cleared,Merchant_32,TRA-01,Commute,64140.71
TXN-1588,2026-07-16,Checking,Lifestyle,Entertainment,Cinema/Streaming,-147.66,USD,Cleared,Merchant_28,ENT-01,Personal,63993.05
TXN-1589,2026-07-16,Checking,Dining,Restaurant,Client Lunch,-44.36,USD,Cleared,Merchant_0,BIZ-MEAL,Sales,63948.69
TXN-1590,2026-07-16,Checking,Transport,Fuel,Gas Station,-85.18,USD,Cleared,Merchant_49,TRA-01,Commute,63863.51
TXN-1591,2026-07-17,Credit,Transport,Fuel,Gas Station,-60.76,USD,Cleared,Merchant_4,TRA-01,Commute,63802.75
TXN-1592,2026-07-17,Checking,Business,Software,SaaS Subscription,-12.95,USD,Cleared,Merchant_47,BIZ-EXP,Project_Alpha,63789.80
TXN-1593,2026-07-17,Credit,Business,Software,SaaS Subscription,-129.72,USD,Cleared,Merchant_30,BIZ-EXP,Project_Alpha,63660.08
TXN-1594,2026-07-18,Checking,Lifestyle,Entertainment,Cinema/Streaming,-83.57,USD,Cleared,Merchant_14,ENT-01,Personal,63576.51
TXN-1595,2026-07-18,Checking,Travel,Uber,Airport Ride,-99.96,USD,Cleared,Merchant_20,BIZ-TRAV,Travel_Q1,63476.55
TXN-1596,2026-07-18,Credit,Business,Software,SaaS Subscription,-31.96,USD,Cleared,Merchant_15,BIZ-EXP,Project_Alpha,63444.59
TXN-1597,2026-07-19,Checking,Business,Software,SaaS Subscription,-109,USD,Cleared,Merchant_26,BIZ-EXP,Project_Alpha,63335.59
TXN-1598,2026-07-19,Credit,Healthcare,Pharmacy,Medical Supplies,-122.16,USD,Cleared,Merchant_28,MED-01,Wellness,63213.43
TXN-1599,2026-07-19,Checking,Food,Groceries,Weekly Shop,-38.11,USD,Cleared,Merchant_47,FOOD-01,Living,63175.32
TXN-1600,2026-07-20,Checking,Income,Salary,Monthly Payroll,5500,USD,Cleared,Merchant_40,INC-01,Core,68675.32
TXN-1601,2026-07-20,Checking,Transport,Fuel,Gas Station,-106.94,USD,Cleared,Merchant_37,TRA-01,Commute,68568.38
TXN-1602,2026-07-20,Checking,Dining,Restaurant,Client Lunch,-148.48,USD,Cleared,Merchant_45,BIZ-MEAL,Sales,68419.90
TXN-1603,2026-07-21,Checking,Transport,Fuel,Gas Station,-102.27,USD,Cleared,Merchant_16,TRA-01,Commute,68317.63
TXN-1604,2026-07-21,Checking,Lifestyle,Entertainment,Cinema/Streaming,-62.1,USD,Cleared,Merchant_30,ENT-01,Personal,68255.53
TXN-1605,2026-07-21,Checking,Business,Software,SaaS Subscription,-58.99,USD,Cleared,Merchant_17,BIZ-EXP,Project_Alpha,68196.54
TXN-1606,2026-07-22,Credit,Business,Software,SaaS Subscription,-91.6,USD,Cleared,Merchant_4,BIZ-EXP,Project_Alpha,68104.94
TXN-1607,2026-07-22,Checking,Business,Software,SaaS Subscription,-89.52,USD,Cleared,Merchant_39,BIZ-EXP,Project_Alpha,68015.42
TXN-1608,2026-07-22,Checking,Travel,Uber,Airport Ride,-27.4,USD,Cleared,Merchant_3,BIZ-TRAV,Travel_Q1,67988.02
TXN-1609,2026-07-23,Credit,Food,Groceries,Weekly Shop,-59.16,USD,Cleared,Merchant_11,FOOD-01,Living,67928.86
TXN-1610,2026-07-23,Checking,Dining,Restaurant,Client Lunch,-91.75,USD,Cleared,Merchant_39,BIZ-MEAL,Sales,67837.11
TXN-1611,2026-07-23,Checking,Business,Software,SaaS Subscription,-26.34,USD,Cleared,Merchant_40,BIZ-EXP,Project_Alpha,67810.77
TXN-1612,2026-07-24,Credit,Healthcare,Pharmacy,Medical Supplies,-83.65,USD,Cleared,Merchant_42,MED-01,Wellness,67727.12
TXN-1613,2026-07-24,Checking,Lifestyle,Entertainment,Cinema/Streaming,-112.83,USD,Cleared,Merchant_48,ENT-01,Personal,67614.29
TXN-1614,2026-07-24,Credit,Dining,Restaurant,Client Lunch,-17.67,USD,Cleared,Merchant_6,BIZ-MEAL,Sales,67596.62
TXN-1615,2026-07-25,Checking,Transport,Fuel,Gas Station,-88.87,USD,Cleared,Merchant_4,TRA-01,Commute,67507.75
TXN-1616,2026-07-25,Checking,Lifestyle,Entertainment,Cinema/Streaming,-94.66,USD,Cleared,Merchant_35,ENT-01,Personal,67413.09
TXN-1617,2026-07-25,Credit,Business,Software,SaaS Subscription,-85.06,USD,Cleared,Merchant_38,BIZ-EXP,Project_Alpha,67328.03
TXN-1618,2026-07-26,Credit,Business,Software,SaaS Subscription,-119.78,USD,Cleared,Merchant_29,BIZ-EXP,Project_Alpha,67208.25
TXN-1619,2026-07-26,Checking,Travel,Uber,Airport Ride,-104.51,USD,Cleared,Merchant_33,BIZ-TRAV,Travel_Q1,67103.74
TXN-1620,2026-07-26,Credit,Dining,Restaurant,Client Lunch,-128.82,USD,Cleared,Merchant_22,BIZ-MEAL,Sales,66974.92
TXN-1621,2026-07-27,Checking,Dining,Restaurant,Client Lunch,-42.86,USD,Cleared,Merchant_26,BIZ-MEAL,Sales,66932.06
TXN-1622,2026-07-27,Checking,Lifestyle,Entertainment,Cinema/Streaming,-121.88,USD,Cleared,Merchant_6,ENT-01,Personal,66810.18
TXN-1623,2026-07-27,Credit,Food,Groceries,Weekly Shop,-57.58,USD,Cleared,Merchant_40,FOOD-01,Living,66752.60
TXN-1624,2026-07-28,Credit,Business,Software,SaaS Subscription,-138.96,USD,Cleared,Merchant_18,BIZ-EXP,Project_Alpha,66613.64
TXN-1625,2026-07-28,Checking,Food,Groceries,Weekly Shop,-25.58,USD,Cleared,Merchant_39,FOOD-01,Living,66588.06
TXN-1626,2026-07-28,Checking,Dining,Restaurant,Client Lunch,-30.25,USD,Cleared,Merchant_33,BIZ-MEAL,Sales,66557.81
TXN-1627,2026-07-29,Credit,Lifestyle,Entertainment,Cinema/Streaming,-22.77,USD,Cleared,Merchant_1,ENT-01,Personal,66535.04
TXN-1628,2026-07-29,Checking,Healthcare,Pharmacy,Medical Supplies,-70.25,USD,Cleared,Merchant_28,MED-01,Wellness,66464.79
TXN-1629,2026-07-29,Credit,Food,Groceries,Weekly Shop,-71.44,USD,Cleared,Merchant_35,FOOD-01,Living,66393.35
TXN-1630,2026-07-30,Checking,Income,Salary,Monthly Payroll,5500,USD,Cleared,Merchant_42,INC-01,Core,71893.35
TXN-1631,2026-07-30,Credit,Food,Groceries,Weekly Shop,-108.65,USD,Cleared,Merchant_9,FOOD-01,Living,71784.70
TXN-1632,2026-07-30,Credit,Dining,Restaurant,Client Lunch,-45.07,USD,Cleared,Merchant_39,BIZ-MEAL,Sales,71739.63
TXN-1633,2026-07-31,Credit,Food,Groceries,Weekly Shop,-135.5,USD,Cleared,Merchant_6,FOOD-01,Living,71604.13
TXN-1634,2026-07-31,Credit,Transport,Fuel,Gas Station,-148,USD,Cleared,Merchant_4,TRA-01,Commute,71456.13
TXN-1635,2026-07-31,Checking,Healthcare,Pharmacy,Medical Supplies,-85.62,USD,Cleared,Merchant_46,MED-01,Wellness,71370.51
TXN-1636,2026-08-01,Credit,Healthcare,Pharmacy,Medical Supplies,-127.17,USD,Cleared,Merchant_36,MED-01,Wellness,71243.34
TXN-1637,2026-08-01,Credit,Transport,Fuel,Gas Station,-81.88,USD,Cleared,Merchant_35,TRA-01,Commute,71161.46
TXN-1638,2026-08-01,Checking,Business,Software,SaaS Subscription,-15.99,USD,Cleared,Merchant_3,BIZ-EXP,Project_Alpha,71145.47
TXN-1639,2026-08-02,Checking,Dining,Restaurant,Client Lunch,-27.72,USD,Cleared,Merchant_9,BIZ-MEAL,Sales,71117.75
TXN-1640,2026-08-02,Credit,Travel,Uber,Airport Ride,-83.69,USD,Cleared,Merchant_13,BIZ-TRAV,Travel_Q1,71034.06
TXN-1641,2026-08-02,Checking,Transport,Fuel,Gas Station,-139.88,USD,Cleared,Merchant_34,TRA-01,Commute,70894.18
TXN-1642,2026-08-03,Checking,Dining,Restaurant,Client Lunch,-147.65,USD,Cleared,Merchant_49,BIZ-MEAL,Sales,70746.53
TXN-1643,2026-08-03,Checking,Business,Software,SaaS Subscription,-131.55,USD,Cleared,Merchant_33,BIZ-EXP,Project_Alpha,70614.98
TXN-1644,2026-08-03,Credit,Transport,Fuel,Gas Station,-120.38,USD,Cleared,Merchant_41,TRA-01,Commute,70494.60
TXN-1645,2026-08-04,Checking,Business,Software,SaaS Subscription,-65.02,USD,Cleared,Merchant_12,BIZ-EXP,Project_Alpha,70429.58
TXN-1646,2026-08-04,Credit,Dining,Restaurant,Client Lunch,-95.78,USD,Cleared,Merchant_5,BIZ-MEAL,Sales,70333.80
TXN-1647,2026-08-04,Checking,Food,Groceries,Weekly Shop,-89.34,USD,Cleared,Merchant_11,FOOD-01,Living,70244.46
TXN-1648,2026-08-05,Checking,Transport,Fuel,Gas Station,-30.45,USD,Cleared,Merchant_30,TRA-01,Commute,70214.01
TXN-1649,2026-08-05,Credit,Food,Groceries,Weekly Shop,-147.03,USD,Cleared,Merchant_24,FOOD-01,Living,70066.98
TXN-1650,2026-08-05,Checking,Lifestyle,Entertainment,Cinema/Streaming,-120.8,USD,Cleared,Merchant_11,ENT-01,Personal,69946.18
TXN-1651,2026-08-06,Checking,Dining,Restaurant,Client Lunch,-23.95,USD,Cleared,Merchant_4,BIZ-MEAL,Sales,69922.23
TXN-1652,2026-08-06,Credit,Transport,Fuel,Gas Station,-55.5,USD,Cleared,Merchant_21,TRA-01,Commute,69866.73
TXN-1653,2026-08-06,Checking,Lifestyle,Entertainment,Cinema/Streaming,-27.8,USD,Cleared,Merchant_27,ENT-01,Personal,69838.93
TXN-1654,2026-08-07,Credit,Food,Groceries,Weekly Shop,-117.14,USD,Cleared,Merchant_11,FOOD-01,Living,69721.79
TXN-1655,2026-08-07,Checking,Business,Software,SaaS Subscription,-64.92,USD,Cleared,Merchant_22,BIZ-EXP,Project_Alpha,69656.87
TXN-1656,2026-08-07,Checking,Business,Software,SaaS Subscription,-117.27,USD,Cleared,Merchant_35,BIZ-EXP,Project_Alpha,69539.60
TXN-1657,2026-08-08,Credit,Healthcare,Pharmacy,Medical Supplies,-141.36,USD,Cleared,Merchant_43,MED-01,Wellness,69398.24
TXN-1658,2026-08-08,Checking,Dining,Restaurant,Client Lunch,-97.89,USD,Cleared,Merchant_36,BIZ-MEAL,Sales,69300.35
TXN-1659,2026-08-08,Credit,Lifestyle,Entertainment,Cinema/Streaming,-50.55,USD,Cleared,Merchant_4,ENT-01,Personal,69249.80
TXN-1660,2026-08-09,Checking,Income,Salary,Monthly Payroll,5500,USD,Cleared,Merchant_30,INC-01,Core,74749.80
TXN-1661,2026-08-09,Credit,Lifestyle,Entertainment,Cinema/Streaming,-30.68,USD,Cleared,Merchant_34,ENT-01,Personal,74719.12
TXN-1662,2026-08-09,Credit,Transport,Fuel,Gas Station,-15.6,USD,Cleared,Merchant_6,TRA-01,Commute,74703.52
TXN-1663,2026-08-10,Credit,Healthcare,Pharmacy,Medical Supplies,-97.3,USD,Cleared,Merchant_9,MED-01,Wellness,74606.22
TXN-1664,2026-08-10,Credit,Healthcare,Pharmacy,Medical Supplies,-17,USD,Cleared,Merchant_48,MED-01,Wellness,74589.22
TXN-1665,2026-08-10,Checking,Lifestyle,Entertainment,Cinema/Streaming,-44.32,USD,Cleared,Merchant_36,ENT-01,Personal,74544.90
TXN-1666,2026-08-11,Checking,Transport,Fuel,Gas Station,-147.3,USD,Cleared,Merchant_18,TRA-01,Commute,74397.60
TXN-1667,2026-08-11,Checking,Healthcare,Pharmacy,Medical Supplies,-13.1,USD,Cleared,Merchant_0,MED-01,Wellness,74384.50
TXN-1668,2026-08-11,Checking,Dining,Restaurant,Client Lunch,-109.71,USD,Cleared,Merchant_30,BIZ-MEAL,Sales,74274.79
TXN-1669,2026-08-12,Credit,Food,Groceries,Weekly Shop,-56.6,USD,Cleared,Merchant_26,FOOD-01,Living,74218.19
TXN-1670,2026-08-12,Checking,Food,Groceries,Weekly Shop,-126.13,USD,Cleared,Merchant_31,FOOD-01,Living,74092.06
TXN-1671,2026-08-12,Credit,Lifestyle,Entertainment,Cinema/Streaming,-48.77,USD,Cleared,Merchant_37,ENT-01,Personal,74043.29
TXN-1672,2026-08-13,Credit,Lifestyle,Entertainment,Cinema/Streaming,-15,USD,Cleared,Merchant_15,ENT-01,Personal,74028.29
TXN-1673,2026-08-13,Checking,Business,Software,SaaS Subscription,-134.3,USD,Cleared,Merchant_18,BIZ-EXP,Project_Alpha,73893.99
TXN-1674,2026-08-13,Checking,Dining,Restaurant,Client Lunch,-119.85,USD,Cleared,Merchant_41,BIZ-MEAL,Sales,73774.14
TXN-1675,2026-08-14,Checking,Healthcare,Pharmacy,Medical Supplies,-105.71,USD,Cleared,Merchant_22,MED-01,Wellness,73668.43
TXN-1676,2026-08-14,Credit,Business,Software,SaaS Subscription,-18.8,USD,Cleared,Merchant_45,BIZ-EXP,Project_Alpha,73649.63
TXN-1677,2026-08-14,Credit,Food,Groceries,Weekly Shop,-58.9,USD,Cleared,Merchant_29,FOOD-01,Living,73590.73
TXN-1678,2026-08-15,Credit,Food,Groceries,Weekly Shop,-62.52,USD,Cleared,Merchant_27,FOOD-01,Living,73528.21
TXN-1679,2026-08-15,Credit,Food,Groceries,Weekly Shop,-141.78,USD,Cleared,Merchant_9,FOOD-01,Living,73386.43
TXN-1680,2026-08-15,Checking,Dining,Restaurant,Client Lunch,-56.62,USD,Cleared,Merchant_19,BIZ-MEAL,Sales,73329.81
